smiles,group
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,training
CCCCCCC,training
Oc1cccc2ccccc12,training
CC1CCCCC1C,training
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,training
c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,training
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,training
CCCCCC(C)=O,valid
COP(=O)(NC(C)=O)SC,valid
CCCCSP(=O)(SCCCC)SCCCC,training
O=C1NC(=O)C2C=CC=CC12,training
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,training
CC=C(C)C,training
Cc1ccc(C)c(C)c1,training
Oc1cc(Cl)c(Cl)cc1Cl,test
c1ccc2c(c1)cnc1ccccc12,training
CCCC(C)(O)CC,test
CCCCCCCC,training
c1ccc2cc3ccccc3cc2c1,valid
NNc1ccccc1,training
CCC=O,training
C1CCCCCCC1,training
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,training
ClC(Cl)Cl,training
O=c1ccnc(S)[nH]1,training
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,valid
CC1=CCCCC1,training
CCCCC(C=O)CC,training
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,training
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,test
CCC(C=O)CC,training
CCCOCCC,training
CCCCCCCCCCCCCCO,training
Oc1c(Cl)ccc(Cl)c1Cl,training
NC(N)=O,training
C#CCCC,valid
Brc1cccc(Br)c1,test
CCCCCCCCCCCCCCCCCCO,training
CC(=O)Nc1ccccc1,training
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,training
NNC(=O)c1ccncc1,training
OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,valid
CC(C)CCOC=O,training
CC(=O)c1ccccc1,training
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,training
CCOP(=O)(OCC)OCC,training
CC12CCC(C1)C(C)(C)C2=O,training
COc1cnc2cncnc2n1,training
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,training
CC(C)[N+](=O)[O-],training
c1ccc2c(c1)[nH]c1ccccc12,training
OCC(O)C(O)CO,valid
CCCOC(=O)c1ccc(N)cc1,training
CNC(=O)C=C(C)OP(=O)(OC)OC,training
O=C1CCC(=O)N1,valid
CCC(C)C(C)C,training
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,training
CCN1c2ncccc2C(=S)N(C)c2cccnc21,training
CCN1C(=O)c2ccccc2Oc2ccccc21,training
C1CCOCC1,training
C#CCCCCC,training
COc1ccc2ccc(=O)oc2c1CC=C(C)C,training
Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,training
CCOC(=O)c1ccccc1,training
CC(C)CCl,training
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,training
CCCCCCCCCCCC(=O)OC,training
CCCSCCC,valid
c1ccc2cc3cc4ccccc4cc3cc2c1,training
CCCCCBr,training
C/C=C/CCCC,training
CCCCCC1CCCC1,test
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,training
CC(Cl)(Cl)Cl,training
CON(C)C(=O)Nc1ccc(Cl)cc1,training
O=C1NC(=O)C2(CCCCC2)C(=O)N1,valid
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,training
Cc1ccc(Br)cc1,training
CCOCC,training
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,training
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training
Cc1cc(C)c(O)c(C)c1,training
c1ccccc1,training
Clc1ccc(I)cc1,training
COc1ccc(NC(=O)N(C)C)cc1Cl,training
CC(C)N(C(=O)CCl)c1ccccc1,valid
C=Cc1ccccc1,training
COCOC,training
Cc1ccccc1C,training
CCC(C)O,training
Oc1ccc(O)cc1,valid
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,training
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,test
O=C1CNC(=O)N1,training
CCCCCCc1ccc(O)cc1O,training
C=CCSS(=O)CC=C,training
CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,training
Cc1c(C)c2c3ccccc3ccc2c2ccccc12,training
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,training
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,training
Clc1cccc(Cl)c1,training
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,training
CC(C)COC=O,training
CSc1ccccc1,training
CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,training
CCCCCC,valid
COC(=O)c1cccnc1,valid
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,training
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,training
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,training
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,training
c1ccc2c(c1)c1ccccc1c1ccccc21,training
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,training
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,training
CCc1ccccn1,valid
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,training
c1ccc(-c2ccccc2)cc1,training
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,valid
CN(C)c1nc(N(C)C)nc(N(C)C)n1,valid
CC(C)CC(C)(C)O,training
O=C1NC(=O)C2(CCCCCC2)C(=O)N1,training
OCC1OC(O)(CO)C(O)C1O,test
Cc1cc(C)cc(O)c1,training
O=C(Nc1cccc(Cl)c1)OCC#CCCl,training
CC(=O)Nc1ccc(Cl)cc1,valid
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,training
CCC(C)(C)C,training
CNc1ccccc1,training
C=CCC=C,training
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,training
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,training
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,training
Oc1cccc(Cl)c1,training
Clc1cccc(Br)c1,training
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,training
CCC1(C)C(=O)NC(=O)NC1=O,valid
OCCOc1ccccc1,training
c1ccc(Cc2ccccc2)cc1,training
CCCCCC(O)CC,training
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,training
CCCC(C)CO,training
CCCCC(C)(C)O,training
CCc1ccccc1,training
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,training
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,valid
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,training
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,training
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,training
CCOC(=O)CC,training
CSc1nc(NC(C)C)nc(NC(C)C)n1,training
C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,training
Cc1cc2ccccc2cc1C,training
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,training
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,test
N#CN=C(N)N,training
O=[N+]([O-])C(Cl)(Cl)Cl,training
Clc1cccc(Cl)c1-c1ccccc1,training
COc1ccc(C=O)cc1,training
CC(=O)Nc1ccc([N+](=O)[O-])cc1,training
CCCCCCC(=O)OCC,training
CC(=O)Nc1ccc(O)cc1,test
c1ccc2[nH]ncc2c1,training
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,training
Nc1nc2[nH]cnc2c(=O)[nH]1,training
COC(C)=O,training
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,training
C=CC(O)CCC,training
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,training
CCCCOCCCC,training
CCCCCCCCCCCCO,test
CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,training
CCCC(C)(C)O,training
Nc1nc(=O)[nH]cc1F,training
CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,training
CCCCCC(C)(C)O,training
Cc1c(C)c(C)c(C)c(C)c1C,valid
Cc1ccc(C(C)C)c(O)c1,test
c1cnc2ncncc2n1,training
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,training
C,training
c1ccc2c(c1)CCN2,test
O=[N+]([O-])c1cccc2ccccc12,test
CCC(C)C(C)=O,training
Nc1nc(O)nc2nc[nH]c12,test
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,training
C[N+](=O)[O-],training
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,training
C=CCCC=C,training
c1ccc2[nH]ccc2c1,training
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,training
C=CCCCC,training
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,training
CCC1CCCCC1,valid
CCCCCCCC(C)=O,training
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,training
CC(C)OC(=O)Nc1cccc(Cl)c1,training
CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,training
CNC(=O)Oc1cccc2ccccc12,training
C#C,training
Cc1cncc(C)c1,training
C1=CCC=CC1,valid
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,training
CC(O)c1ccccc1,test
CC(Cl)CCl,training
CCCC=C(C=O)CC,training
CCOP(=S)(OCC)SCCSCC,training
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,training
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,training
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,training
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,valid
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,training
Cc1cc(C)cc(C)c1,training
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,training
CCCCCCCCCCCCCCCO,training
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,training
CC1(C)C(=O)NC(=O)NC1=O,training
CC(C)I,training
O=[N+]([O-])c1ccccc1[N+](=O)[O-],training
CC(=O)C(C)C,training
CCCCCCCCCCCCCCCC,training
Cc1cccc2sc3nncn3c12,training
CCCCCCC(C)=O,training
CCCCCCCCC(=O)OC,training
Fc1ccc(F)cc1,training
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,training
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training
CCO,valid
O=C1NC(=O)C2(CCCC2)C(=O)N1,valid
CCNC(=O)C(C)OC(=O)Nc1ccccc1,test
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,training
CN(C)C(=O)NC1CCCCCCC1,training
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,training
CCCCCCCCBr,training
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,training
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,training
CCC(O)CC,training
Cc1ccc([N+](=O)[O-])cc1,training
CC(C)CCCO,training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,training
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,training
Nc1cnn(-c2ccccc2)c(=O)c1Cl,training
CCC(C)(C)O,training
Cc1ccc(O)cc1,valid
CCOC=O,training
CN(C)c1ccccc1,training
C1CCC2CCCCC2C1,training
CCCCS,training
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,training
ClC(Cl)=C(Cl)Cl,training
CCC(=O)CC,training
C=CC#N,training
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,test
CCCCC(C)=O,training
CCNc1nc(NC(C)(C)C)nc(OC)n1,training
CCCCC(C)CC,training
BrCCBr,test
CNC(=O)Oc1ccccc1C(C)C,training
O=C1NCCN1c1ncc([N+](=O)[O-])s1,test
c1ccc2c(c1)Cc1c-2ccc2ccccc12,training
COc1ccccc1Cl,training
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,training
O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,training
C=CC(=O)OC,training
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,training
c1ccc(N=Nc2ccccc2)cc1,training
Cc1ccc(C(C)C)cc1,training
Oc1c(Cl)cccc1Cl,training
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,training
OC1C(O)C(O)C(O)C(O)C1O,training
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,training
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,training
CCC(O)(CC)CC,training
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,valid
Brc1ccccc1Br,training
Oc1c(Cl)cc(Cl)cc1Cl,training
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],training
O=C1c2ccccc2Cc2ccccc2N1CCF,training
CC(C)C(=O)C(C)C,training
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,training
COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,training
Cn1c(=O)c2c(ncn2C)n(C)c1=O,training
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,training
Cc1ccc(O)cc1C,training
c1ccc(Oc2ccccc2)cc1,training
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,test
NC(=O)c1cccnc1,valid
Sc1ccccc1,training
CNC(=O)Oc1cc(C)cc(C)c1,training
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,training
CSSC,training
NC(=O)c1ccccc1,training
Clc1ccccc1Br,training
COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,test
CCCCC(O)CC,training
CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,training
Oc1cc(Cl)cc(Cl)c1,training
Cc1cccc2c1ccc1ccccc12,training
CCCCC(CC)CO,valid
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,valid
Cc1ccccc1,test
Clc1cccc(C(Cl)(Cl)Cl)n1,training
C1=CCCCCC1,training
CN(C)C(=S)SSC(=S)N(C)C,valid
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,training
CCCCCCCCCCO,test
CCC(C)(C)CC,training
CNC(=O)C(C)SCCSP(=O)(OC)OC,training
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,training
CCCC=O,training
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training
CCCC,training
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,training
ClC(Cl)C(Cl)(Cl)Cl,test
CCOC(=O)c1ccccc1C(=O)OCC,test
CC(C)CO,training
CC(C)Cc1ccccc1,valid
ICI,test
CCCC(O)CCC,test
CCCCCOC(C)=O,test
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,training
CCCc1ccccc1,training
FC(F)(Cl)C(F)(F)Cl,training
CC=CC=O,training
CN(C)C(=O)N(C)C,training
Cc1cc(C)c(C)cc1C,training
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,training
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,training
O=C(Nc1ccccc1)c1ccccc1O,training
C=C(Cl)CSC(=S)N(CC)CC,training
CCCl,training
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,training
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,training
C/C=C\CC,training
CNC(=O)ON=C(CSC)C(C)(C)C,valid
O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,training
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,training
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,training
O=C(c1ccccc1)c1ccccc1,training
CCCCCCCCCCCCCCCCCCCC,training
c1ccc(NNc2ccccc2)cc1,training
CCC(CC)CO,training
Oc1ccncc1,training
Cl/C=C\Cl,test
CC1CCCC1,training
CC(C)CC(C)O,training
Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,training
CC(C)(C)CO,test
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,training
Cc1cc(C(=O)NNCc2ccccc2)no1,training
C=CC,training
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,training
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,training
O=C1c2ccccc2C(=O)c2ccccc21,training
CCCCCCC(C)O,training
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,training
CCCCc1ccccc1,test
O=C1NC(=O)C(=O)N1,training
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,training
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,training
CC(=O)OCC(C)C,training
CC(C)C(C)(C)C,training
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,training
N#Cc1ccccc1C#N,test
Cc1cccc([N+](=O)[O-])c1,training
FC(F)(F)C(Cl)Br,training
CNC(=O)ON=C(SC)C(=O)N(C)C,training
CCSCCSP(=S)(OC)OC,valid
CCC(C)C,training
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,test
